,text,user
1548,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
1549,@realDonaldTrump @POTUS what's your fursona,trump_furry
1550,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
1551,@realDonaldTrump pixivで食ザーを漁る,wwvwvwwvwvwvv
1552,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",tomtrogersatx
1553,@realdonaldtrump  #diaperdon,KtownNearOz
1554,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
1555,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",realAxelJames
1556,RT @WinningMN: @realDonaldTrump https://t.co/6qGGEu3NoH,breta413
1557,RT @luizlemuz: @realDonaldTrump Trustbuster Teddy was a real Republican. #NoOneIsAboveTheLaw https://t.co/wbg8MM8Gfu,jimmseb
1558,@realDonaldTrump @POTUS We know the recordings would ruin you. #youtryandfail,youtryandfail
1559,@realDonaldtrump 食べたくなったら♪下のボタンから #ローソンもちもちどらもっち を投稿すると無料券が抽選で届きます！ #ローソン @akiko_lawson https://t.co/8QGAMLbvaL,oukn_
1560,RT @kelly2277: @realDonaldTrump is losing his mind in real time...Kurds in 2018 v Kurds in 2019. What will @potus gift 🎁 to Putin next⁉️cc…,sandyherr2
1561,RT @luizlemuz: @realDonaldTrump Trustbuster Teddy was a real Republican. #NoOneIsAboveTheLaw https://t.co/wbg8MM8Gfu,RandyRiblett
1562,RT @luizlemuz: @realDonaldTrump Trustbuster Teddy was a real Republican. #NoOneIsAboveTheLaw https://t.co/wbg8MM8Gfu,ChethamSlim
1563,@RealDonaldTrump won't give one single dime of additional funding to the V.A. #LibelTrump,LibelTrump
1564,"@RealDonaldTrump #joke : 'Iran has reminded North Korea not to trust Donald Trump, which is exactly what Marla Mapl… https://t.co/VN0ZcvaK3x",SwerianBot
1565,RT @lopao345: @realDonaldTrump cc,CoucouLeBot
1566,RT @falso22s: @realDonaldTrump cc,CoucouLeBot
1567,@realDonaldTrump cc,lopao345
1568,@realDonaldTrump cc,falso22s
1569,"@RealDonaldTrump has rubbed his penis on the inside of a used hot dog bun, per sources @MSNBC",LibelTrump
1570,RT @BattleBornThom: @realDonaldTrump @GenFlynn @AndrewBreitbart all have warned us! #pizzgate #Podesta #ClintonEmails   @HillaryClinton @jo…,CharlieNeli
1571,@RealDonaldTrump thinks that his travel ban case has now been decided  #MAGA,LibelTrump
1572,@realdonaldtrump -12::00 9章演習と10章 -18:00 10章演習問題入る -2:00 友達にメッセージ、11章まで,Ituyan57
1573,"RT @heartfulmom: @realDonaldTrump 14) 1996:Trump poses w/Vladimir Resin, Moscow’s First Deputy Prime Minister. 1996:Trump Registered Co. in…",GOP_Terrorism
1574,RT @heartfulmom: @realDonaldTrump 18) 1998: Trump World Tower begins. It becomes “a prominent depository of Russian Money.” (via @BillMoyer…,heartfulmom
1575,"RT @heartfulmom: @realDonaldTrump 17) 1997: “Trump they know,” States Aleksandr Lebed, former General to Putin (photos). He + Howard Lorber…",heartfulmom
1576,"RT @heartfulmom: @realDonaldTrump 14) 1996:Trump poses w/Vladimir Resin, Moscow’s First Deputy Prime Minister. 1996:Trump Registered Co. in…",heartfulmom
1577,RT @heartfulmom: @realDonaldTrump 13) 1996: “The Moscow Times” photo of Trump during his three day visit to “Bet on New Moscow Skyline.” At…,heartfulmom
1578,RT @heartfulmom: @realDonaldTrump 4) “Soviets ‘Intensely Interested’ in 1988 U.S. campaign. “They’re trying to figure out who will win” &amp; t…,heartfulmom
1579,RT @SteveDavidMike2: @RealDonaldTrump @Ripleys Witch Hunt V😁 @RomaniaWow https://t.co/sVTCf19s5q,SteveDavidMike2
1580,RT @NerdPyle: @realDonaldTrump Trump will never stop licking the Saudi royalty’s ass; they pay him for hotels &amp; condos.   That’s why there…,SmithVeritas
1581,@realDonaldTrump #MAGA @FoxNews @foxnewsalert @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman… https://t.co/rb9zupInay,JunicusPublius
1582,RT @LuzEmperaWisin: @realDonaldTrump @jguaido @NicolasMaduro @SecPompeo @JoeBiden @MaritoAbdo @LuisLacallePou @Lenin @evoespueblo @alferdez…,LuzEmperaWisin
1583,@realDonaldTrump #MAGA @FoxNews @foxnewsalert @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman… https://t.co/A8eQFdwlOI,JunicusPublius
1584,@RealDonaldTrump would rather fight with CNN than help veterans #Trump,LibelTrump
1585,@realDonaldTrump @POTUS Will your children and grandchildren still keep the Trump name? #youtryandfail,youtryandfail
1586,@RealDonaldTrump LET ME INNNN https://t.co/TBXWLjilpl,HypnoticBleep
1587,RT @davicand: @realDonaldTrump https://t.co/cClPZRW89O,FreedomWins4all
1588,@RealDonaldTrump wrote a text to MSM asking them to prom but couldn't bring himself to send it @MSNBC,LibelTrump
1589,"@RealDonaldTrump #lie : 'We will always protect patients with pre-existing conditions, very importantly.' #Trump… https://t.co/OrCIvFwI3d",SwerianBot
1590,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
1591,@realdonaldtrump  Hey Loser! See a psychiatrist. Today. https://t.co/LsQwNs1HJc,JoeHunt49617135
1592,"@realDonaldTrump was always a #TraitorTrump. He betrayed #NATO, #Afghanistan, the #Capitol and always sided with… https://t.co/FYQ1r1xxkh",despinosa1978
1593,@RealDonaldTrump is a short-fingered vulgarian @NBCNews,LibelTrump
1594,@realDonaldTrump is a fascist,virus50030024
1595,@realdonaldtrump B26602B4 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/WNONLCbjdH,wally23409263
1596,@realdonaldtrump 394E34D6 :参戦ID 参加者募集！ Lv150 シュヴァリエ・マリス https://t.co/K4QHuJnse2,wally23409263
1597,@RealDonaldTrump would love to run ads against every senator if he could https://t.co/LGqheRArH0,LibelTrump
1598,"RT @xx_Swagga: @realDonaldTrump In this photograph taken on 05/10/2017, 1 day after the dismissal of J. Comey:  Russia's Foreign Minister S…",xx_Swagga
1599,"RT @MeloDotty: @realDonaldTrump Now you're retweeting people yelling WHITE POWER  Oh yeah, you're not a racist at all. God you're stupid.…",EmperorBlargus
1600,RT @barrysboy1: @realDonaldTrump @JoeBiden Please declare National John Quincy Adams day today!!!! This is not a partisan issue!!!! IN 2021…,nothappywarrior
1601,@realdonaldtrump 9AD1C244 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/YUWaSzziQN,wally23409263
1602,@RealDonaldTrump #joke : 'The weird thing about Trump’s Presidency is that I now actually hope that there is a shad… https://t.co/jh2Qq9cFry,SwerianBot
1603,@RealDonaldTrump is so broke he can't even buy a suit that fits #NEWS,LibelTrump
1604,RT @barrysboy1: @realDonaldTrump @JoeBiden Please declare National John Quincy Adams day today!!!! This is not a partisan issue!!!! IN 2021…,alex2yc
1605,@realDonaldTrump @JoeBiden Please declare National John Quincy Adams day today!!!! This is not a partisan issue!!!!… https://t.co/uFgI50VDKZ,barrysboy1
1606,RT @namemeifucan: @realDonaldTrump @WhiteHouse  Putting a time limit on welfare similar to unemployment is one solution. RT if you agree. h…,SherrieBCAS
1607,@realDonaldTrump you are failing #america ... #SAD #FAIL,primaryrinos
1608,@RealDonaldTrump has never been in a fight in his life https://t.co/LGqheRArH0,LibelTrump
1609,@realdonaldtrump AAEE9D3A :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
1610,@realdonaldtrump 03A28193 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye33TMV,AlliesBlink
1611,@realDonaldTrump @POTUS Will the boys come by today? #youtryandfail,youtryandfail
1612,"@realDonaldTrump Stretch, take a break, make some tea.  #USA",Cutitout11
1613,@realdonaldtrump @WhiteHouse @LaraLeaTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @PressSec @TomiLahren @nytimes… https://t.co/TnrLocxJI5,RenierJustWonIt
1614,"@RealDonaldTrump only checks Twitter while he's on the toilet, per sources @FoxNews",LibelTrump
1615,@realdonaldtrump @WhiteHouse @LaraLeaTrump @EricTrump @DonaldJTrumpJr @IvankaTrump @PressSec @TomiLahren @nytimes… https://t.co/PmWI1ivbyL,RenierJustWonIt
1616,"@RealDonaldTrump #joke : 'Iran has reminded North Korea not to trust Donald Trump, which is exactly what Marla Mapl… https://t.co/vevkayFS4X",SwerianBot
1617,@realdonaldtrump FD38CBA5 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RMdtaJ,AlliesBlink
1618,@realDonaldTrump totally is not the father,OdysseyMarioBot
1619,@realDonaldTrump フューチャー…オー…ノー…,embarrassedhose
1620,@realdonaldtrump 63CC0E50 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iUWoE,GBF_PlzHelpMe
1621,@realdonaldtrump 1B9C6703 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/qTBwLiqNq5,36182829andrew
1622,@realDonaldTrump committed #Treasonagain by giving aid &amp; comfort to #Russia w/  his lavish praise of evil madman &amp;… https://t.co/C0zKvB9yix,PoliticalUte76
1623,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
1624,"RT @pointtechgem: @realDonaldTrump 4-Star Army General, Gen. Barry McCaffery: Bronze Star, 3 Purple Hearts, 2 Silver Stars (and more), 4 Co…",AmandaEley10
1625,@realDonaldTrump Release you Tax information.,jmcnama3
1626,@realdonaldtrump 7EDD7331 :Battle ID I need backup! Lvl 120 Horus https://t.co/fpul2R3cao,huguyue1
1627,@realDonaldTrump @POTUS are you a furry,trump_furry
1628,@RealDonaldTrump is terrified at the prospect of getting into a fight https://t.co/LGqheRArH0,LibelTrump
1629,RT @Grace22397982: @realDonaldTrump TRUMP2020WIN🇺🇸🇺🇸🌹 GOD BLESS USA AND MR. PRESIDENT TRUMP🇺🇸🇺🇸 CHEER UP🙏🙏 https://t.co/f0UnoT38hS,jennimac222
1630,RT @EcrisioFX: @realDonaldTrump https://t.co/8otZFSinIc,SmlGrc38
1631,@realDonaldTrump @POTUS what's your fursona,trump_furry
1632,@realdonaldtrump 94621D35 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
1633,@realDonaldTrump                                           33D2E20F :参戦ID 参加者募集！ Lv150 シュヴァリエ・マリス https://t.co/9c0C96cTQb,BNKMKN
1634,@realdonaldtrump 765AD0E8 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0f8fs,hanamaru_8_7_0
1635,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/nOFWZpKszQ,hanamaru_8_7_0
1636,@RealDonaldTrump #joke : 'His core demographic? Possibly men whose holiday destinations would significantly overlap… https://t.co/XinjnHskRk,SwerianBot
1637,RT @Peaksmillboy127: @realDonaldTrump https://t.co/7xsTXRnWAN,komamariam677
1638,"@RealDonaldTrump #lie : 'The Clean Power Plan would impose job-killing restrictions on oil, natural gas, coal, and… https://t.co/JOc1BZ3NXU",SwerianBot
1639,@realdonaldtrump おっぱい,201412051851BH
1640,@realdonaldtrump いつか魔王を倒しにいかないといけない。,201412051851BH
1641,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
1642,@realDonaldTrump 射精して即妊娠させる漫画家は信用できない,wwvwvwwvwvwvv
1643,@realdonaldtrump  #diaperdon,KtownNearOz
1644,@realdonaldtrump 37A38667 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/y8l0rTtWnk,lafantasa
1645,@realDonaldTrump アナルゼリー相撲の実現に於いては、やはりアナルプラグの要領でチューブを固定するのは難しいので、このような方向からのアプローチが必要だろうと思われる。但しビジュアルはエロくない https://t.co/AbdjFZ4l19,wwvwvwwvwvwvv
1646,@realDonaldTrump 中学生の頃はtdkへの視線はかっこいいと憧憬で占められてたのに成人してからだんだんかわいいの比重が大きくなってくfjくん,dorodoro_beron
1647,RT @KremlinTrolls: @realDonaldTrump Must WATCH: @realDonaldTrump’s mob ties and ‘multibillion dollar fraud’ revealed in Dutch documentary s…,JanetLChisholm
1648,RT @bunnycat007: @realDonaldTrump Best president Ever! #Trump2020 https://t.co/6lZxaGKPkl,ra_changing
1649,@realdonaldtrump oh daddy when are you gonna take me as your trans husband to shut the woke mob?,Jacknerwolf
1650,@realDonaldTrump @POTUS How are you today? #youtryandfail,youtryandfail
1651,"RT @EverProactive: @realDonaldTrump Okay.  Require every gun owner to carry liability insurance.  The bigger the gun, the higher the rates.…",ann_juurinen
1652,@realDonaldTrump アナルゼリー相撲のための装置を開発するなら、クラファンどのくらい集まるだろうか,wwvwvwwvwvwvv
1653,@RealDonaldTrump refuses to tip anyone who's not white @CBSNews,LibelTrump
1654,@realdonaldtrump 2A20AB36 :参戦ID 参加者募集！ Lv200 ル・オー https://t.co/EGnO8PFYhe,jhonandmary
1655,@realdonaldtrump 素敵なマロをくださりありがとうございました✨🥰✨ 今回も書いてよかった…  そうなんですよ！ ユージーンは本当にカナンを対等な立場で愛しています。 そのあたりを汲み取って頂けて本当に嬉しいです😉💖… https://t.co/1yxFmAnC7q,sousemesemeriba
1656,@realdonaldtrump 18A2C288 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/9hfg0w96pH,tiga1023325
1657,"RT @fatfeet42: @realDonaldTrump *has a nocitcably large, round belly* Haha... *burp* No idea mister prezzy! *hic*",cicieregan
1658,@realdonaldtrump 2CB77A37 :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/3jL8baJpEh,zwj25915963
1659,RT @clwtweet: @realDonaldTrump https://t.co/zGDfRnF3Pe,geraldpayne25
1660,RT @clwtweet: @realDonaldTrump https://t.co/zGDfRnF3Pe,Raul_canelo
1661,RT @clwtweet: @realDonaldTrump https://t.co/zGDfRnF3Pe,BudGothmog44
1662,@realdonaldtrump 2A5B9876 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/NykJWCJpYu,zwj25915963
1663,@realdonaldtrump CBB0E04E :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/RQdxS04CT6,tiga1023325
1664,@realdonaldtrump F9D78770 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/NykJWCJpYu,zwj25915963
1665,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
1666,@realdonaldtrump ABBBF96D :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
1667,@realdonaldtrump 58800212 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
1668,@realDonaldTrump signals his approval of invade ones neighbors. #politics  https://t.co/RcnQ0uvHlt,Liberal_Forum
1669,"@RealDonaldTrump sometimes whips his penis out in meetings to ""show people who's boss."" #MAGA",LibelTrump
1670,RT @DeeMariefromSC: @realDonaldTrump 😂 #TraitorTrump always coming up short #TDS #TinyDickSyndrome https://t.co/1BthsEMgzT,julietfes
1671,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
1672,@realDonaldTrump 新品フルオート 0472F892 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/g7D7bglPmH,WTSN_Swiftlet
1673,@RealDonaldTrump wrote a love letter to MSM but lost his nerve before sending it https://t.co/LGqheRArH0,LibelTrump
1674,@realdonaldtrump こんにちは！見て頂きありがとうございました！！はい！17cmです！！ #マシュマロを投げ合おう https://t.co/uvzMesMMqy,dngrDK
1675,RT @STUPIDREACTIONS: @realDonaldTrump Don’t you dare pretend to support gay people you piece of shit!,VThegameboy
1676,@realdonaldtrump うん‥部下を思いながら命令出すのがそう なんですよね。キツい仕事だな。,ogata02cat
1677,"@realDonaldTrump “When a stranger sojourns with you in your land, you shall not do him wrong. You shall treat the s… https://t.co/0StOiCsuOI",John99131809
1678,RT @luizlemuz: @realDonaldTrump Trustbuster Teddy was a real Republican. #NoOneIsAboveTheLaw https://t.co/wbg8MM8Gfu,JamesLy93875199
1679,@realdonaldtrump C57B8DA6 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/uNMr8D7VEr,ppp35222111
1680,@realDonaldTrump その記念転売品、誰が買うのって疑問言ってる人居るけど、燃やしてる所を撮って上げる為に買うってのは十分動機になる。  ...とかいう発想が出てくる時点でソレと同類なんだなという自己嫌悪。,Q1iuNM
1681,@realdonaldtrump あーー鼻血鼻血‼️✨✨✨✨✨,gori_moon02
1682,@RealDonaldTrump thinks the V.A. is something in Virginia. @NBCNews,LibelTrump
1683,@realDonaldTrump ありがとうございます！😭🙏 暗いっていうか明るくないって感じなのですが（同じか？）出せるように頑張ります！！！！ #ほめて箱 #褒めて #homete_inuwnwnw https://t.co/JquGb4bI9U,inuwnwnw
1684,@RealDonaldTrump wants to give himself tax cuts #POTUS,LibelTrump
1685,"@RealDonaldTrump #fact : He once ran the Donald J. Trump Foundation established in 1988, but was shut down by the N… https://t.co/PPACjHrFi7",SwerianBot
1686,RT @dylanobrien: @realDonaldTrump You politicized a pandemic you fuck,_Dylan_only
1687,RT @dylanobrien: @realDonaldTrump Fuck you,_Dylan_only
1688,@RealDonaldTrump thinks the V.A. is something in Virginia. #MAGA,LibelTrump
1689,@realdonaldtrump 正しさと理屈だけでどこまでも行こうとする人生は困難です、か。だろうな。,kurowizwijetta
1690,@realdonaldtrump いつも通りでいけるね  #ラプラスペース,SeisoDaifuku
1691,@realdonaldtrump 再度了解  #ラプラスペース,SeisoDaifuku
1692,RT @jasakad: @realDonaldTrump https://t.co/FkTE6rz2fh,tubbytweety
1693,@realDonaldTrump @POTUS We know there are many people. #youtryandfail,youtryandfail
1694,@RealDonaldTrump would trade it all for one hug from Rachel Maddow  https://t.co/LGqheRArH0,LibelTrump
1695,@RealDonaldTrump won't give one single dime of additional funding to the V.A. #RussiaGate,LibelTrump
1696,@RealDonaldTrump #joke : 'You can actually make your own Trump policies by going through the incinerator at the Dai… https://t.co/R4FBU20zu3,SwerianBot
1697,@RealDonaldTrump is having a party in his pants and we're all invited @MSNBC,LibelTrump
1698,@realDonaldTrump is a fascist,virus50030024
1699,@RealDonaldTrump #joke : 'His core demographic? Possibly men whose holiday destinations would significantly overlap… https://t.co/nBGLFlGihA,SwerianBot
1700,@RealDonaldTrump told me that he thinks flags are tacky #RussiaGate,LibelTrump
1701,"RT @chadloder: @realDonaldTrump cw: attempted murder of a child AUSTIN: A 16-year-old boy, Brad Levi Ayala, is standing peacefully when pol…",Exe_973
1702,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
1703,@RealDonaldTrump #joke : 'Trump said there are lots of places in London that are no-go areas for regular people. He… https://t.co/ukBawx4roL,SwerianBot
1704,@realdonaldtrump ふにゃぴさんのにゃんにゃんくだたい🥺   #ふにゃらじ,kurowizwijetta
1705,@realdonaldtrump  ほら！声に出すんだよぉ！   #ふにゃらじ,kurowizwijetta
1706,@realdonaldtrump  びっくりしたwww   #ふにゃらじ,kurowizwijetta
1707,@realdonaldtrump  自撮り助かる   #ふにゃらじ,kurowizwijetta
1708,@RealDonaldTrump would trade it all for one hug from Rachel Maddow  @MSNBC,LibelTrump
1709,@realdonaldtrump  そういえば一時期ぎみスタにアンチ湧いたことあったよね   #ふにゃらじ,kurowizwijetta
1710,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",TomCunning3
1711,@realdonaldtrump  ムサシとコジロウみたいな関係？   #ふにゃらじ,kurowizwijetta
1712,@realdonaldtrump  うさ耳つけた写真が☃に見つかっていいねされたやつ   #ふにゃらじ,kurowizwijetta
1713,@realdonaldtrump  もぉｨｨ。。。 ｧﾌﾞﾗﾑｼ。。。炒めて。。。食べて寝ﾙ。。。   #ふにゃらじ,kurowizwijetta
1714,@realdonaldtrump  ぎみさんにいいねもらぇなかった。。。 ちょぉ大好きだったのに。。 ｩﾁのことゎもぅどぉでもぃぃんだって。。。 どぉせｩﾁゎ遊ばれてたってｺﾄ。。。。 もぅﾏﾁﾞ無理。。。ﾃﾞｭｴﾙしょ。。。   #ふにゃらじ,kurowizwijetta
1715,@realdonaldtrump  タグツイ、RT、大好きツイートの3連コンボでツイートが基本収まってる人は 聖人君子様。崇め奉り候。   #ふにゃらじ,kurowizwijetta
1716,@realdonaldtrump  まったく、これくらいじゃあ異常者名乗るなんて恐れ多いですぜyeah!yeah!yeah!   #ふにゃらじ,kurowizwijetta
1717,@RealDonaldTrump only golfs when he thinks we're not looking https://t.co/LGqheRArH0,LibelTrump
1718,@realdonaldtrump hello mr president tell barron hi he go to my class in school,Bobbyxswag360
1719,@realdonaldtrump  別に二人とも普通だと思う   #ふにゃらじ,kurowizwijetta
1720,@realdonaldtrump  怖い人たちだらけだ   #ふにゃらじ,kurowizwijetta
1721,@realdonaldtrump 0F6B4068 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/PHfos5Okyi,darkebiru
1722,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,extremepain
1723,@realDonaldTrump ブラック・サバスのアルバム聴いた！ https://t.co/jf0oLTGfGh,haya1943
1724,@realdonaldtrump  ぎみさんの真似しようとしたら筋トレから始めないといけないから手間がすごいぞ！（）   #ふにゃらじ,kurowizwijetta
1725,@realdonaldtrump インターネット、己の寛容さを鍛えるトレーニングになるyeah  #ふにゃらじ,kurowizwijetta
1726,@realDonaldTrumpやっぱ師匠の風格あるわ（？） #よしどころ,mitiko_kwii
1727,RT @Asm7998: @realDonaldTrump Better question...what songs can you use since most artist banned you from playing their music? Maybe you can…,jeffreyabrick
1728,"@RealDonaldTrump isn't loyal to anyone, per sources https://t.co/LGqheRArH0",LibelTrump
1729,@realdonaldtrump 今日から色違い野うさぎ名乗ることにした  #ふにゃらじ,kurowizwijetta
1730,@realdonaldtrump え？パナの助が清楚枠だと思ってたよ？  #ふにゃらじ,kurowizwijetta
1731,@realdonaldtrump おごにぃくんエゴワ入りで腰ビクしてたの草   #ふにゃらじ,kurowizwijetta
1732,@realdonaldtrump まじか……清楚枠だったと思ったのに  #ふにゃらじ,kurowizwijetta
1733,@realdonaldtrump 尿意王ジョロロマスターズ,kurowizwijetta
1734,@realdonaldtrump 変なツイートはレオナルドトランプツイしてる   #ふにゃらじ,kurowizwijetta
1735,@realdonaldtrump え？ぎみさんガチ恋勢になったの！？   #ふにゃらじ,kurowizwijetta
1736,@realdonaldtrump こんふにゃぎみ！   #ふにゃらじ,kurowizwijetta
1737,@realDonaldTrump @POTUS Did you talk to Mike about that? #youtryandfail,youtryandfail
1738,@realDonaldTrump テスト 見えたらいいねして,_anne_donuts
1739,"@realDonaldTrump aw man, tho, like no #bad",Cutitout11
1740,@RealDonaldTrump is a short-fingered vulgarian #POTUS,LibelTrump
1741,@realDonaldTrump 7D019F0B :参戦ID 参加者募集！ Lv120 ホルス https://t.co/veiAF55Zpk,Tsugu95832366
1742,"@RealDonaldTrump #lie : 'We want American steel, made in America. Right on the box. 100 percent.' #Trump #MAGA… https://t.co/q5gC9uAR6K",SwerianBot
1743,"@realDonaldTrump’s long-promised social network, Truth Social, has been almost entirely inaccessible in the first d… https://t.co/WTqB7adAoM",ABGray
1744,RT @HistoryHeroes: @realDonaldTrump A camel does not tease another camel about his humps. ~ East African proverb,HistoryHeroes
1745,RT @YatesPam: @realDonaldTrump Every time you say #fakenews you look like more of a complete #Idiot so that's probably 500 times a day. You…,GaryWoolfries
1746,"@RealDonaldTrump said ""If you thought I laundered a lot of money through my last campaign..."" https://t.co/LGqheRArH0",LibelTrump
1747,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
1748,@realDonaldTrump  麻雀も最近はクリーンなイメージで売ってるのに……  #かなえ先生の控室,CorelliLaFollia
1749,@RealDonaldTrump is careless with classified information because he just doesn't care @CBSNews,LibelTrump
1750,RT @JmkWalkow: @realDonaldTrump @SenTedCruz Drain the swamp! https://t.co/H2yy4ks1Qz https://t.co/nkOA8dunxx,JmkWalkow
1751,RT @KellieADennis74: @realDonaldTrump  All the deaths from covid are on you!! #TrumpKnewAmericansDied,kindreddamned
1752,@realDonaldTrump 全体的に石碑が育ってきたのと光武器の充実具合とか聖レバや賀リオンとかの便利ギミックキャラのおかげで今までに比べて武器種指定もやりやすくてクエストミッションいつもより多く達成出来たし、そもそも人権マ… https://t.co/jTUuznAgKD,purple_and_rice
1753,RT @MrTommyCampbell: @realDonaldTrump I bet when you watch 'Rocky IV' you cheer for Ivan Drago.,LibertyHussein
1754,@realDonaldTrump俺はららちゃん一筋なので？ #ららスペース,mitiko_kwii
1755,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,Audrey____2
1756,@realDonaldTrump @POTUS are you a furry,trump_furry
1757,@realdonaldtrump imagine his nerve while cheering on Putin who ordered the invasion of Ukraine. Cheering Putin!  Im… https://t.co/eydBJjMDjB,jimfrizzle
1758,@realDonaldTrump俺は名前詐欺みたいなものだから気にしなくていいですよ(  ･᷄֊･᷅ ) #ららスペース,mitiko_kwii
1759,@RealDonaldTrump is so broke he can't even afford to tip Black waiters @FoxNews,LibelTrump
1760,@realDonaldTrump媚薬！？w #ららスペース,mitiko_kwii
1761,@realDonaldTrump @POTUS what's your fursona,trump_furry
1762,@RealDonaldTrump told me that he's going to quit soon #RussiaGate,LibelTrump
1763,@realDonaldTrump プレクエのとこにバレンタインイベのアレあるせいで爆音テロ食らったのでもう今回のバレンタインイベントガチアンチになりました,pa_pi_pupe_po_
1764,RT @YhT72lYVgeyTEg1: @realDonaldTrump トランプ大統領、世界革命始まる!! https://t.co/5zdiHny43X,masasan04270
1765,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,g0diear16
1766,"RT @thomaspaine1967: @realDonaldTrump Yes, and legal immigration is just as bad for our country as illegal immigration.",Jack62871009
1767,@realDonaldTrump 0810C4D8 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/n9HuyVb7NH,Zina48001848
1768,@realDonaldTrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/fxmSChPbDT,konnohiiragi
1769,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
1770,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,MinnesotaMaoist
1771,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,s3tht3hmus1km4n
1772,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,Rawbub
1773,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,MADE1NH3AV3N
1774,@RealDonaldTrump wins as long as we're distrusting the media https://t.co/LGqheRArH0,LibelTrump
1775,@RealDonaldTrump #joke : 'The weird thing about Trump’s Presidency is that I now actually hope that there is a shad… https://t.co/7SD8HzeNWW,SwerianBot
1776,@realdonaldtrump 乱暴だなー,ogata02cat
1777,RT @luizlemuz: @realDonaldTrump Trustbuster Teddy was a real Republican. #NoOneIsAboveTheLaw https://t.co/wbg8MM8Gfu,naanders
1778,@realdonaldtrump 「あんたの能力とあんたが責務に誠実なのは知っちょっ。あたいが一番分かっちょっ。誰から批判されようがあたいはあんたを見放さん。情けんなかとか言いやんな。せからし。ばかすったれ。風呂入って寝ろ。」,ogata02cat
1779,@realdonaldtrump 「軍人失格は軍で言いやんせ。あんたは平二じゃっ。ここでは平二にないやんせ。あたいはそんつもりでずっとあんたに沿うてきたとじゃっ。生きて帰らん覚悟もしちょった。じゃっどん生きて帰って来た。軍の責務は… https://t.co/LGAvOCl0Bt,ogata02cat
