,text,user
518,@realdonaldtrump Check out my character in #GranblueFantasy! https://t.co/wYZljxE7Uy,setsuburu
519,RT @rbsralaw: @realDonaldTrump Why didn’t Junior report Russian espionage to the FBI? Why did you draft statement by Junior lying and cover…,PeopleDied2Vote
520,@realDonaldTrump was right again. About everything.,DonaldTrump4547
521,"RT @OzzieV3: @realDonaldTrump Retweet 24/7, volume up, this is gold and a terrific ending with some of the characters! https://t.co/Ac8mobf…",SnapBoogieLady
522,@realdonaldtrump 70611738 :参戦ID 参加者募集！ Lv120 シヴァ https://t.co/ogrNGojgYk,AlliesBlink
523,@realdonaldtrump  #diaperdon,KtownNearOz
524,@realDonaldTrump #MAGA @FoxNews @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman @marklevinshow… https://t.co/OkpCu2AFAZ,JunicusPublius
525,@RealDonaldTrump is so broke he can't even buy a suit that fits #LibelTrump,LibelTrump
526,@realdonaldtrump 7A27E37E :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/TQ8LMWehui,AlliesBlink
527,@realdonaldtrump 3BE05445 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye2LKyN,AlliesBlink
528,RT @uflo5: @realDonaldTrump Happy Fuck trump DAY folks 👍 🐿️ 🐹 😎 https://t.co/Gq8A7gLVJv,monademarkov
529,@realdonaldtrump E01DC929 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/fodye2LKyN,AlliesBlink
530,RT @uflo5: @realDonaldTrump https://t.co/9l25wdjZ71,uflo5
531,@realdonaldtrump C3B09548 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kYM5RMdtaJ,AlliesBlink
532,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",VictorH20383809
533,RT @iFollowAllen: @realDonaldTrump Please remember this everyone. https://t.co/pHUtW9lp1a,themoonchildxx
534,@realdonaldtrump 89B2CE2F :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/asqjeH7lbr,Clausewitz2015
535,@realDonaldTrump you are failing #america ... #SAD #FAIL,primaryrinos
536,@realdonaldtrump 6EFE2983 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/kaATUrxc8U,Clausewitz2015
537,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",EkbMary
538,@realDonaldTrump  かくもの ☑️しょたえりー ☑️マイハニーベイビーにつれてくやつのばぶ ☑️都市伝説課おとこ  つくるもの ☑️うちわ ☑️ジェミニ部屋 ☑️マイハニーベイビー部屋,Call_of_HiRoShi
539,@RealDonaldTrump thought it would be easier to disciminate against Muslims once he won #LibelTrump,LibelTrump
540,@realdonaldtrump 05C33EDF :参戦ID 参加者募集！ 四大天司ＨＬ https://t.co/APb06uZVwd,Clausewitz2015
541,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",Jones94456378
542,@realDonaldTrump  電気つせっぱなしになってた洗面所に対して「おっとずっとついてたのかい？え？気づいてほしかった？ハハッ困った子猫ちゃんだ」とか言い始めたので駄目だと思います。寝ます。,Call_of_HiRoShi
543,@realdonaldtrump 5F379802 :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/L4znZs3pvE,Clausewitz2015
544,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",_LOVEINVAIN
545,@realDonaldTrump @POTUS We know there are many people. #youtryandfail,youtryandfail
546,@realDonaldTrump You know how zen Buddhists practice doing nothing? It's really relaxing. #trump,Cutitout11
547,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,LeashaKnight
548,@realDonaldTrump Is a oompa loompa,OdysseyMarioBot
549,RT @paulcshipley: @realDonaldTrump BREAKING: 96 days until the election.  #AmericaWakeUp  If you’re offended by foul language don’t watch t…,jennife80278138
550,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",pir8z40
551,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",DMBincredible
552,@RealDonaldTrump would trade it all for one hug from Jake Tapper #LibelTrump,LibelTrump
553,"RT @PASTORFREDE: @realDonaldTrump I have said it before now, you are going to overwhelm come them all  through faith and trust in God #BIAF…",PASTORFREDE
554,@realDonaldTrump Release you Tax information.,jmcnama3
555,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",owen_zowen
556,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",mhg1325
557,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",RealTDog
558,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",mmmexperimental
559,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",DrDinD
560,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",snarky_op
561,@realdonaldtrump BE5E4C3F :参戦ID 参加者募集！ Lv200 ル・オー https://t.co/MaWPkxGpjQ,GBF_PlzHelpMe
562,RT @ShephardKennym4: @realDonaldTrump Question: CAN Americans ever see illegals beat or shot or harrassed; on Prime Time Television news st…,Shephard_Kenn
563,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
564,@realdonaldtrump DD56D7F0 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iDTmE,GBF_PlzHelpMe
565,@realDonaldTrump 02A02CDD :参戦ID 参加者募集！ Lv150 アニマ・アニムス・コア https://t.co/N2L39RKIgQ,273tk
566,@realDonaldTrump @POTUS are you a furry,trump_furry
567,@realdonaldtrump 4630BCF3 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/8A851iDTmE,GBF_PlzHelpMe
568,RT @tillmantweets: @realDonaldTrump Welcome back Home President Trump. Now let’s win this election! https://t.co/cEbGmHkgXx,ayn_rose
569,@realdonaldtrump るんちゃん偉すぎる #そこ曲がったら櫻坂,QltNe
570,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",StacyStateham
571,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",Kevinadian
572,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",eritzin_yk
573,@realDonaldTrump @POTUS what's your fursona,trump_furry
574,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",Brettkins
575,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",Catheri41212936
576,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",TartNasty
577,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",Stlhd100
578,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",memeatball
579,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",CountFey
580,@realDonaldTrump Udonia has declared war on Russia and Ukraine. #UkraineRussiaWar #udoniapride @JoeBiden,UdoniaRepublic
581,"RT @nancylevine: @realDonaldTrump CBS REPORTER: ""So to be clear, Mr. Trump has no financial relationships with any Russian oligarchs?""  MAN…",nancylevine
582,@realDonaldTrump #MAGA @FoxNews @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman @marklevinshow… https://t.co/BXnMTptA7X,JunicusPublius
583,RT @DisclosureBP: @realDonaldTrump @EyeQ19 @Franktorbino I have found no evidence of an elevator at the temple location. According to forme…,Develion69
584,@RealDonaldTrump is fragile and delicate like a crystal flower #MAGA,LibelTrump
585,RT @BillAdkinsKY: @realDonaldTrump Said the #DumbassDonald who went full Neville Chamberlain inviting Putin to invade the Baltic states. ht…,BillAdkinsKY
586,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,CarolWh39009963
587,RT @scientificrealm: @realDonaldTrump @nypost https://t.co/Fdti99UXUI,PomerleauJohn
588,@RealDonaldTrump #fact : 2016 - Unaired footage from 2005 surfaces of Trump talking about trying to have sex with a… https://t.co/rpkxJ4QDa7,SwerianBot
589,@RealDonaldTrump is so broke he can't even buy a suit that fits #RussiaGate,LibelTrump
590,@realdonaldtrump 3E33B385 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/y8l0rTM5Bs,lafantasa
591,RT @rbsralaw: @realDonaldTrump Why didn’t Junior report Russian espionage to the FBI? Why did you draft statement by Junior lying and cover…,TXBarbaraAnn
592,@realDonaldTrump calls the US a ‘stupid country’ and praises Putin as ‘smart’ in latest Ukraine comments #politics  https://t.co/n6cU02fQgf,Liberal_Forum
593,RT @Ptmurf1016: @realDonaldTrump   Just saying.   #PutinsPuppet  #PutinsGOP  #PutinsBounty  #PutinsPOTUS #MoneyLaundering https://t.co/G9xl…,Joni_Looking
594,@realdonaldtrump 1BE63DF9 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/9hfg0vS3nH,tiga1023325
595,RT @jennerific713: @realDonaldTrump #BREAKING🔥Putin paid a bounty to kill American soldiers. Trump knew about it in March and did nothing.…,GaryGHoward1
596,RT @jennerific713: @realDonaldTrump #BREAKING🔥Putin paid a bounty to kill American soldiers. Trump knew about it in March and did nothing.…,Joni_Looking
597,@realDonaldTrump https://t.co/h4eXeKlXc1,sigrunHT
598,@realdonaldtrump FBC05D12 :参戦ID 参加者募集！ Lv200 ガレヲン https://t.co/RQdxS04CT6,tiga1023325
599,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
600,RT @PutnamVickie: @realDonaldTrump   Love this quote. Says it all!  Mattis made fun of Trump’s lack of military service. He joked “I earned…,conner_sue
601,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,monicasweet2006
602,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,NHarris5758
603,@realDonaldTrump @POTUS Will this be the end? #youtryandfail,youtryandfail
604,"@RealDonaldTrump asked for his staff to call him ""Daddy,"" per one official https://t.co/LGqheRArH0",LibelTrump
605,"RT @CalltoActivism: @realDonaldTrump You pulled out of Syria, promised to reduce sanctions and directed it be added to the GOP platform. Yo…",RichardTheusch
606,RT @JodieHMoss: @realDonaldTrump Trump knew that Russia/Putin hired the Taliban to kill U.S. soldiers &amp; what did Trump do? He praised Russi…,Joni_Looking
607,@RealDonaldTrump #fact : 2018 - The Wall Street Journal reports that Trump had an alleged affair with a porn star n… https://t.co/3kEkzrxbxs,SwerianBot
608,@realdonaldtrump AAA178A3 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0kovdkwRTU,sanshokunodango
609,@realDonaldTrump  拝啓 ふと、きぃちゃんのしゅきぴが聴きたくなって脳内にストックしてあるMDプレーヤーを再生し、思い出して感傷にひたっていたりします。 いかがお過ごしでしょうか。きぃちゃんが息災であれば、それ以上… https://t.co/1m80WZg68Q,CHOCO___PAI
610,@RealDonaldTrump is so broke he can't even afford to tip Hispanic people #RussiaGate,LibelTrump
611,@realdonaldtrump まじか‥✨✨✨✨✨,gori_moon02
612,@realdonaldtrump ウ国防衛省公式アカウントやべえ,rusty_benedict
613,RT @45isTooStupid: @realDonaldTrump https://t.co/RMcpUqXlcy,fart_trump
614,"RT @inabster: @realDonaldTrump All Ukraine bar its Galicia North-West, is historically part of Russia, Mr Trump ;)",meNabster
615,@realdonaldtrump すげえ‼️✨✨✨✨✨,gori_moon02
616,"@RealDonaldTrump #fact : 2017 - Meets Russian President Vladimir Putin in person for the first time, on the sidelin… https://t.co/ILEcNJpt6N",SwerianBot
617,"RT @lsloan0000: @realDonaldTrump @POTUS45 really knows NOTHING about bravery, it's true.",lsloan0000
618,"@realDonaldTrump @POTUS45 really knows NOTHING about bravery, it's true. https://t.co/eKWf3JXtSv",lsloan0000
619,@realdonaldtrump 一瞬作者がわからなかったけど、あれ？似てるが？と思って四角のぽを見つけて？？→！！名前変わっとる！ っていうかそげなことはよか。素晴らしいっ‼️✨✨✨✨✨,gori_moon02
620,@realdonaldtrump 00C472FD :参戦ID 参加者募集！ Lv150 フロネシス https://t.co/S1makCSkGL,tiga1023325
621,"RT @inabster: @realDonaldTrump All Ukraine bar its Galicia North-West, is historically part of Russia, Mr Trump ;)",inabster
622,@RealDonaldTrump only golfs when he thinks we're not looking @NBCNews,LibelTrump
623,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
624,@realDonaldTrump #MAGA https://t.co/kd3dD0qCGG,JunicusPublius
625,@RealDonaldTrump thinks that his travel ban case has now been decided  @FoxNews,LibelTrump
626,@realDonaldTrump #MAGA @FoxNews @foxnewsalert @seanhannity @IngrahamAngle @dbongino @RudyGiuliani @GOPChairwoman… https://t.co/mWApDDxrbe,JunicusPublius
627,@realdonaldtrump D5609B76 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
628,@realDonaldTrump 新品フルオート 89188C81 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/g7D7bgDYAP,WTSN_Swiftlet
629,@realdonaldtrump 1C704912 :参戦ID 参加者募集！ Lv120 ホルス https://t.co/0H0Cukq2WU,tiga1023325
630,@realDonaldTrump 最近プロセカのリーク情報遅いなと思うのは私だけかな？ てかスケジュール合わせたい勢のためにも運営がさっさと情報出せばいいのに,mityukimtyuki33
631,"@RealDonaldTrump #joke : 'Trump plans to visit Scotland, to see where his mother was born. He feels a strong connec… https://t.co/po2NIfArCb",SwerianBot
632,"@RealDonaldTrump is flat broke, according to my sources https://t.co/LGqheRArH0",LibelTrump
633,@realDonaldTrump @POTUS Is the US great again?,IsItGreatYetBot
634,@RealDonaldTrump #lie : 'I will say this. I don’t want to give trillions and trillions of dollars. I don’t want to… https://t.co/jaByxSYLVs,SwerianBot
635,@RealDonaldTrump gave Vladimir Putin anything he wanted during their meeting @CBSNews,LibelTrump
636,@realDonaldTrump @POTUS When will Trump name join the Hitler name? #youtryandfail,youtryandfail
637,"@RealDonaldTrump accidentally called Steve Bannon ""Dad"" during a meeting, per sources https://t.co/LGqheRArH0",LibelTrump
638,RT @lopao345: @realDonaldTrump cc,CoucouLeBot
639,@realDonaldTrump cc,lopao345
640,RT @Fuzzy_Fuzzbutt: @realDonaldTrump When did the KGB/FSB open a file on Donald Trump? Eastern Bloc security service records suggest this m…,Mdc29899614
641,RT @IrasFixer: @realDonaldTrump Would look weak if they said you pressured them some say.  They are stronger because they defy and belittle…,JarallahMohan
642,RT @kspratt517: @realDonaldTrump No ones listening ..to your babble.#westandwithUkraine#GodBlessourallyUkraine#Putinstayinyourlane,JarallahMohan
643,@realDonaldTrump is a fascist,virus50030024
644,@RealDonaldTrump has resorted to selling his body on the street to make ends meet https://t.co/LGqheRArH0,LibelTrump
645,@realDonaldTrump バッハのオルガン曲聴いた！素晴らしい！ https://t.co/0EbKmmeOSH,haya1943
646,@realDonaldTrump  自分が嫌いすぎる2022,embarrassedhose
647,@realDonaldTrump You lost the popular vote by more than 2.8 million. Sad!,2point8million
648,@realDonaldTrump @POTUS45  The Ukraine Impeachment was to stop Trump from thwarting plans to destabilize the US as… https://t.co/ypz6KSWVya,fractal12162672
649,RT @BillyLoBue: @realDonaldTrump is the only president of the 21st century on who’s watch Russia did not invade another country.  And he ha…,T63299663
650,@realdonaldtrump hello mr president tell barron hi he go to my class in school,Bobbyxswag360
651,RT @SteveDavidMike2: @realDonaldTrump https://t.co/BVzYWxu7Y1,SteveDavidMike2
652,@realdonaldtrump if you know what I mean,ifyoouknow
653,@realDonaldTrump  スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/xs6TapTobw,konnohiiragi
654,@RealDonaldTrump has no idea what SCOTUS just said #MAGA,LibelTrump
655,@realdonaldtrump ちょっとばかり〜の方 マシュマロありがとうございます！表紙&amp;裏表紙褒めていただきありがとうございます！そうですよね、西に手が回らないので薄い本で発散するしかねぇと思いました😭どのキャラも魅力的ですよね！！トキン！（←鳴き声）,suzuisun3985
656,@realdonaldtrump  #diaperdon,KtownNearOz
657,@realdonaldtrump 「たかなるぜ」の方 マシュマロありがとうございます！ 🏝くん、何でか私が描くと表情時々消えますね😅実際は優しくて穏やかなのに。再録もありがとうございます！電車のチョイスは私も閃いた時自分やばいな、と思いまして褒めていただけて嬉しいです！,suzuisun3985
658,@realdonaldtrump にゅうめん飛び出しそうになった方 マシュマロありがとうございます！なんとかにゅうめんが飛び出さなくて良かったです😭しかも生きててよかったと言っていただけて引き続き生きにくい世の中ではありますが、生… https://t.co/LoCFXRW5KX,suzuisun3985
659,RT @TamrikoT: @realDonaldTrump These are the same technologies of “color revolution” #Obama’s admin used during #Maidan “revolution of dign…,bella_bolivia
660,RT @scryptskynet: @realDonaldTrump Live vote switching on CNN. 500 votes from a Republican to a Dem on live TV during the election! https:/…,MiguelS11764076
661,@RealDonaldTrump whacks it when he thinks about MSM https://t.co/LGqheRArH0,LibelTrump
662,@realDonaldTrump DA30E1BB :参戦ID 参加者募集！ Lv200 リンドヴルム https://t.co/WWRopBJMo4,zerononana
663,@realdonaldtrump あ～！そっか！無理にRTしなくてもいいよなぁ！？ 共有から直接URL貼り付けたほうが楽だよなぁ！,dareka_he1p_me
664,@realDonaldTrump @KremlinRussia_E @PRC_President @PMOIndia @JPN_PMO @jairbolsonaro @PresidencyZA @PresidentMexico… https://t.co/KvNe4MVqy4,MondferL
665,@realDonaldTrump 17ED8B48 :参戦ID 参加者募集！ Lv200 リンドヴルム https://t.co/WWRopBrD9W,zerononana
666,"@realdonaldtrump we waited a bunch of months for TruthSocial to come out, only to be put at 98,763 on a waitlist…… https://t.co/7DHEs1Pdvj",Big_Yitz
667,@realDonaldTrump @POTUS How will you save your company? #youtryandfail,youtryandfail
668,"@realDonaldTrump OK, this time though, do the right thing #USA",Cutitout11
669,@RealDonaldTrump doesn't want you to be independent  https://t.co/LGqheRArH0,LibelTrump
670,@realDonaldTrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/GEJiZbyAvM,d78963d
671,@realDonaldTrump is a f'in loser POS (   |   )🤡,floridagardenr
672,@RealDonaldTrump has been very careless with classified information. Not fit! https://t.co/LGqheRArH0,LibelTrump
673,@realDonaldTrump 3051D6D9 :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/mVz7aNfve3,d78963d
674,@RealDonaldTrump #lie : 'China will be allowed to build hundreds of additional coal plants. So we can’t build the p… https://t.co/n9k6qACrTl,SwerianBot
675,RT @PEltzholtz: @realDonaldTrump https://t.co/gvgl1tGWEc,GreenGuerilla1
676,@realDonaldTrump @POTUS are you a furry,trump_furry
677,RT @resist4mykids: @realDonaldTrump https://t.co/cn2H2bUbSF,WriterWithWays
678,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/TpNf8oHIUJ,hanamaru_8_7_0
679,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",soldach1
680,RT @PEltzholtz: @realDonaldTrump https://t.co/gvgl1tGWEc,CarolGo18658081
681,RT @Gideonsfire: @realDonaldTrump FREE Christopher Bennett 2003 The monster he killed was his step father. Courts gave this man 1800 years…,DearDeborah
682,@realDonaldTrump @POTUS what's your fursona,trump_furry
683,@realDonaldTrump @POTUS Is the US great yet?,IsItGreatYetBot
684,RT @kelly2277: @realDonaldTrump wants a Nobel Peace Prize and he will start a war to get one... 🙄 https://t.co/Ga8FhJty9E,tRUMP4nthng
685,@realdonaldtrump ACB099DE :参戦ID 参加者募集！ Lv120 ホルス https://t.co/dHg2p0wbhs,hanamaru_8_7_0
686,@RealDonaldTrump is terrified at the prospect of getting into a fight #NEWS,LibelTrump
687,@realDonaldTrump is the only president of the 21st century on who’s watch Russia did not invade another country.  A… https://t.co/t9vyvvsIeB,BillyLoBue
688,@realdonaldtrump B2A699FB :参戦ID 参加者募集！ Lv150 プロトバハムート https://t.co/67dcz4PQjf,hanamaru_8_7_0
689,@RealDonaldTrump has created more enemies than any other American in history @FoxNews,LibelTrump
690,@realdonaldtrump スマホRPGは今これをやってるよ。今の推しキャラはこちら！ https://t.co/QW5QyT76TB,hanamaru_8_7_0
691,"@realDonaldTrump  @DonaldJTrumpJr  @EricTrump Tell your dad, his speech was right on point.  It provided hope in da… https://t.co/Tjc86HnYJk",CindyC917MAGA
692,@RealDonaldTrump #joke : 'Donald Trump and Boris Johnson go in to shake each other’s hands for the first time and t… https://t.co/rs2BmgWitx,SwerianBot
693,"RT @JORGE_C_NY: @realDonaldTrump 🤦‍♀️🤦‍♂️👇👀🤦‍♀️🤦‍♂️🤦‍♀️🥴😬  @jimmykimmel:    ""We mashed up @BarackObama’s Bin Laden speech with @RealDonaldT…",JORGE_C_NY
694,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",evesully50
695,@realDonaldTrump @POTUS We know you don't know. #youtryandfail,youtryandfail
696,@RealDonaldTrump #joke : 'He’s sort of like a pumpkin having a nervous breakdown. He’s like a sort of corrupt tele-… https://t.co/mtlfNi3MOa,SwerianBot
697,@RealDonaldTrump doesn't want you to be free #POTUS,LibelTrump
698,@realDonaldTrump 手遊び（意味深）,haya1943
699,RT @LovesTheLight: @realDonaldTrump has been guiding us to this the entire time.  Nearly everything in this dec0de (thread) has been in my…,TimLackieJr
700,RT @LovesTheLight: @realDonaldTrump has been guiding us to this the entire time.  Nearly everything in this dec0de (thread) has been in my…,SHOWMEAMERICA
701,"@RealDonaldTrump only cares about straight, Christian veterans #LibelTrump",LibelTrump
702,"RT @PlaysTrumpCard: @realDonaldTrump We support you because we know your heart is in the right place, and greatly appreciate what an incred…",BillPlains
703,"RT @ChrisRose_BLUE: @realDonaldTrump Hes obviously delusional...I'm more frightened by his use of the term ""Removal Forces"" this morning. W…",Gypsi_fw
704,@realDonaldTrump trump legacy  Vietnam draft dodger  Corruption and bankruptcies  Virus president  Putin wannabe https://t.co/FtGmBJztg8,DennisF45158731
705,@realdonaldtrump #MAGA https://t.co/faOgVQbBgI,ivanmontalv
706,RT @LovesTheLight: @realDonaldTrump has been guiding us to this the entire time.  Nearly everything in this dec0de (thread) has been in my…,QCagain1775
707,@realDonaldTrump #ドゥスペ 一回でオートミール120gぐらい食うと腹膨れたよ！,pojihu
708,@RealDonaldTrump thinks violating the establishment clause will make him seem cooler #LibelTrump,LibelTrump
709,RT @JohnBGrimaldi2: @realDonaldTrump Please tell Trump to be prepared to disclaim any comments made by Biden during the debate to counter t…,RondaJo79102441
710,RT @LovesTheLight: @realDonaldTrump has been guiding us to this the entire time.  Nearly everything in this dec0de (thread) has been in my…,KShady17
711,@realDonaldTrump #ドゥスペ　 エムオジ、中華めっちゃ好きよね,pojihu
712,@realDonaldTrump 食べたくなったら♪下のボタンから #ローソンもちもちどらもっち を投稿すると無料券が抽選で届きます！ #ローソン @akiko_lawson https://t.co/0vc8bRRTCI,Mikan_04y
713,RT @HeideggerFan: @realDonaldTrump On behalf of our fellow Americans in Puerto Rico. . . https://t.co/0t1avMrOqR,HeideggerFan
714,"RT @RWTrollPatrol: @realDonaldTrump This video has 16 million views, let's get it up to 20 million before the end of the month.   It's the…",Mar_maemae
715,RT @lopao345: @realDonaldTrump cc,CoucouLeBot
716,RT @falso22s: @realDonaldTrump cc,CoucouLeBot
717,@RealDonaldTrump doesn't want you to be independent  @CBSNews,LibelTrump
718,RT @Amber67157106: @realDonaldTrump If you’re wondering where the GOP gets their strategy.  #GOPutinPuppets https://t.co/w1I3taO919,Franklee255B
719,@realDonaldTrump cc,lopao345
720,@realDonaldTrump cc,falso22s
721,@RealDonaldTrump #joke : 'Trump has only made 17 international trips as president so he could focus on domestic iss… https://t.co/xyP60vxv5v,SwerianBot
722,RT @rbsralaw: @realDonaldTrump Why didn’t Junior report Russian espionage to the FBI? Why did you draft statement by Junior lying and cover…,Oh_ohhappyday
723,@realDonaldTrump  夢日記2 高校の文化祭？みたいな 何かの理由で2号館の2階から1号館の3階に移動する必要があったが、2階どうしを接続する通路が封鎖されていた 仕方ないから1階に降りたが、玄関が異常に広かった,koyrow
724,RT @ParsParsi: @realdonaldtrump @youtabbarzanes_ariobarzanes #iran🇮🇷 #usa🇺🇸 https://t.co/hXed1oqpqI,ParsParsi
725,RT @ParsParsi: @realdonaldtrump @youtabbarzanes_ariobarzanes #usa🇺🇸 #iran🇮🇷 https://t.co/SA2DhOL0ng,ParsParsi
726,RT @ParsParsi: @realdonaldtrump @youtabbarzanes_ariobarzanes #ukraine #russia_stop_war_in_ukraine https://t.co/EcMIqLVmnu,ParsParsi
727,"RT @PlaysTrumpCard: @realDonaldTrump We support you because we know your heart is in the right place, and greatly appreciate what an incred…",Michael07576745
728,@realDonaldTrump  夢日記1 中学時代の英語の先生が反マスクの人になっていた あと机の配置がなんか変だった気がする,koyrow
729,RT @LaurVoted4Biden: @realDonaldTrump This IS the face of a L O S E R👇🏻 https://t.co/eWIXBebMAU,1democratgirl
730,@realdonaldtrump @youtabbarzanes_ariobarzanes #iran🇮🇷 #usa🇺🇸 https://t.co/hXed1oqpqI,ParsParsi
731,@realdonaldtrump @youtabbarzanes_ariobarzanes #usa🇺🇸 #iran🇮🇷 https://t.co/SA2DhOL0ng,ParsParsi
732,@realdonaldtrump @youtabbarzanes_ariobarzanes #ukraine #russia_stop_war_in_ukraine https://t.co/EcMIqLVmnu,ParsParsi
733,@realDonaldTrump ＃ドゥスペ モデリングした姿自体にsampleとか、 製作者名を組み込む、とかは…,pojihu
734,@realDonaldTrump @POTUS Is America great again?,IsItGreatYetBot
735,@RealDonaldTrump wrote a love letter to MSM but lost his nerve before sending it #RussiaGate,LibelTrump
736,@realDonaldTrump @POTUS Is America great yet?,IsItGreatYetBot
737,RT @namemeifucan: @realDonaldTrump @WhiteHouse  Putting a time limit on welfare similar to unemployment is one solution. RT if you agree. h…,FakeYapper4
738,@realDonaldTrump @POTUS We know the value of the Trump brand is ruined. #youtryandfail,youtryandfail
739,@RealDonaldTrump gave Vladimir Putin anything he wanted during their meeting @MSNBC,LibelTrump
740,@realdonaldtrump nerdesin reyiz 😢😢😢 https://t.co/nU06ec5IUe,Paraboltrade
741,@realDonaldTrump totally is A plebiscite,OdysseyMarioBot
742,RT @CabbieCabbie: @realDonaldTrump #DumpTrump kissing #PutaPutin https://t.co/wl9Ezrx4aX,Djawms42J
743,"@RealDonaldTrump gets very upset when people point out that he can't read, per source @NBCNews",LibelTrump
